filter_i,filter_j,corr_CTCF,corr_B2CTCF,corr_B2noCTCF,diff_B2CTCF_vs_CTCF,diff_B2CTCF_vs_B2no,diff_CTCF_vs_B2no
1,66,0.05458320009753674,0.250110459447398,0.09129750866585562,0.19552725934986126,0.1588129507815424,-0.03671430856831888
1,67,-0.09179402047186459,-0.015159559368321697,0.06813262659757768,0.0766344611035429,-0.08329218596589938,-0.15992664706944226
1,68,-0.09872634556106444,-0.13286576954217905,-0.08087393181537546,-0.03413942398111461,-0.05199183772680359,-0.01785241374568898
1,69,-0.09933655111819974,-0.4493089974976308,-0.06899348565110434,-0.3499724463794311,-0.38031551184652646,-0.030343065467095393
1,70,-0.002355478501620362,-0.2817874578603606,-0.06823734242507724,-0.2794319793587402,-0.21355011543528335,0.06588186392345688
1,71,0.03313167683372134,0.15960365974263274,0.023820877594345927,0.1264719829089114,0.13578278214828682,0.009310799239375413
1,72,0.01602868435177516,-0.5154402005464328,-0.15135076774641265,-0.531468884898208,-0.36408943280002015,0.1673794520981878
1,73,0.009837132660747738,0.33148401995171867,0.1206142953733459,0.3216468872909709,0.21086972457837277,-0.11077716271259817
1,74,-0.006095960608161483,0.29547309218303536,0.14801741111036526,0.30156905279119683,0.1474556810726701,-0.15411337171852674
1,75,0.04184721353820423,0.22808105561699804,-0.011141041494559797,0.18623384207879382,0.23922209711155784,0.052988255032764026
1,76,0.03625869576282648,0.04685788365569785,0.04112524670921673,0.01059918789287137,0.005732636946481122,-0.004866550946390248
1,77,0.014451183758984288,-0.26585702798789507,-0.0666389175254985,-0.28030821174687937,-0.19921811046239657,0.08109010128448278
1,78,-0.016823895839643402,0.4889873000891935,0.21845721612794952,0.5058111959288369,0.270530083961244,-0.23528111196759294
1,79,-0.03827858370982556,0.17807848217843195,-0.024505094484362142,0.2163570658882575,0.20258357666279408,-0.013773489225463415
1,80,-0.028828893096744853,-0.25579649732906784,-0.014094195718953328,-0.22696760423232298,-0.24170230161011452,-0.014734697377791525
1,81,-0.05723024241793358,-0.1894828792659739,0.02327008820544166,-0.13225263684804034,-0.21275296747141556,-0.08050033062337524
1,82,-0.024751213726983967,0.3443502868103437,0.07310707819313422,0.36910150053732765,0.27124320861720946,-0.09785829192011819
1,83,-0.07122943352881508,-0.41794084795706843,-0.12139533447984693,-0.3467114144282534,-0.29654551347722147,0.05016590095103185
1,84,0.09919293891559826,-0.18178835658385906,-0.10100651556398413,-0.28098129549945733,-0.08078184101987493,0.20019945447958237
1,85,-0.08708163451978339,0.07036050728628268,-0.06374944050521529,0.15744214180606608,0.13410994779149799,-0.023332194014568097
1,86,0.14178278654620077,-0.3235862211288302,-0.05777793465249482,-0.465369007675031,-0.26580828647633536,0.19956072119869558
1,87,0.014229287458213755,-0.012782087666652784,-0.051102445269874966,-0.027011375124866538,0.03832035760322218,0.06533173272808872
1,88,-0.03866652339259145,-0.11513079395432659,-0.023483114726999044,-0.07646427056173513,-0.09164767922732754,-0.015183408665592403
1,89,0.013277770696371241,-0.15088239631787173,0.1412480017537885,-0.16416016701424296,-0.2921303980716602,-0.12797023105741726
1,90,-0.06284342606175429,0.2522563023588903,-0.1090402744783666,0.3150997284206446,0.3612965768372569,0.04619684841661231
1,91,0.028482237539199585,-0.22013827454803175,-0.016814676385804497,-0.24862051208723135,-0.20332359816222725,0.04529691392500408
